Униграммы при Хи-2,Хи-квадрат,Униграммы при Взаимной инф.,Взаимная информация,Биграммы при Хи-2,Хи-квадрат (Биграммы),Биграммы при Взаимной инф.,Взаимная информация (Биграммы)
historians,3.999999999999977,finds,0.0005238451148732752,its behavior,7.999999999999955,the higher,0.0010981743938351706
multiset,3.999999999999977,affecting,0.0005235673602027339,it2fls is,7.999999999999955,shows the,0.0010956449607047135
histories,3.999999999999977,allows,0.0005221205825849942,system parameters,7.999999999999955,minimize the,0.0010943802431225029
epo,3.999999999999977,down,0.0005198744666985991,control precision,7.999999999999955,and use,0.001090120166244041
programme,3.999999999999977,update,0.0005190519680715305,power circuit,7.999999999999955,presented in,0.0010898901217019936
itg,3.999999999999977,competition,0.0005179450918345856,is system,7.999999999999955,data as,0.0010884780849695595
tp,3.999999999999977,distinct,0.0005128999720045001,power command,7.999999999999955,different modalities,0.00108821726050425
isher,3.999999999999977,place,0.0005108127269663493,of dga,7.999999999999955,in chinese,0.0010876635302184603
announcements,3.999999999999977,known,0.0005105092184846385,various modalities,7.999999999999955,academic performance,0.0010871107233846513
engaging,3.999999999999977,secondly,0.0005098267418869162,the vocabulary,7.999999999999955,based research,0.0010871107233846513
baleendah,3.999999999999977,outline,0.0005073816066871644,root mean,7.999999999999955,mining research,0.0010871107233846513
dhaka,3.999999999999977,biology,0.0005073816066871644,the vrt,7.999999999999955,on distributed,0.0010871107233846513
ica,3.999999999999977,involve,0.0005073816066871644,with input,7.999999999999955,an english,0.0010871107233846513
rpart,3.999999999999977,choosing,0.0005073816066871644,effective content,7.999999999999955,the vulnerability,0.0010871107233846513
consultant,3.999999999999977,impossible,0.0005073816066871644,system states,7.999999999999955,idf model,0.0010871107233846513
neurological,3.999999999999977,coupled,0.0005073816066871644,the fc,7.999999999999955,iot based,0.0010871107233846513
watson,3.999999999999977,ultimately,0.0005063337549000872,is replaced,7.999999999999955,the polarity,0.0010871107233846513
anoxic,3.999999999999977,selects,0.0005063337549000872,fault current,7.999999999999955,of over,0.0010871107233846513
endocrine,3.999999999999977,perspectives,0.0005056325436067974,system testing,7.999999999999955,the transmission,0.0010871107233846513
totaling,3.999999999999977,describing,0.0005042687135712329,controlled buck,7.999999999999955,for spoken,0.0010871107233846513
ef,3.999999999999977,respond,0.0005024852453836175,generated fuzzy,7.999999999999955,question of,0.0010871107233846513
endless,3.999999999999977,back,0.0004994963111563692,power in,7.999999999999955,news headlines,0.0010871107233846513
ukraine,3.999999999999977,loss,0.0004976721247351781,rough fuzzy,7.999999999999955,modal data,0.0010871107233846513
iraq,3.999999999999977,instance,0.0004964730159077351,power industry,7.999999999999955,information science,0.0010871107233846513
iran,3.999999999999977,analyse,0.0004964730159077351,the watering,7.999999999999955,for ontology,0.0010871107233846513
touting,3.999999999999977,allowed,0.0004962787512043819,rough sets,7.999999999999955,and short,0.0010871107233846513
odp,3.999999999999977,investigates,0.0004958904980170275,control parameters,7.999999999999955,video data,0.0010871107233846513
toyota,3.999999999999977,implements,0.0004957818990405311,and expand,7.999999999999955,data privacy,0.0010871107233846504
ies,3.999999999999977,faces,0.0004944723578119911,it2fls for,7.999999999999955,what are,0.0010871107233846504
aylien,3.999999999999977,experimentation,0.0004944723578119911,recommendation technology,7.999999999999955,systems engineering,0.0010871107233846504
contests,3.999999999999977,precisely,0.0004940527142301933,gateway and,7.999999999999955,we argue,0.0010871107233846504
iprolink,3.999999999999977,described,0.0004940462626083974,the gain,7.999999999999955,medical record,0.0010871107233846504
encourages,3.999999999999977,representative,0.0004939556070931864,contrast measure,7.999999999999955,dl based,0.0010871107233846504
annotators,3.999999999999977,interact,0.0004935466218508678,recovered by,7.999999999999955,user comments,0.0010871107233846504
topographic,3.999999999999977,cover,0.0004929933942688447,it2 fis,7.999999999999955,power transformers,0.0010871107233846504
romania,3.999999999999977,involved,0.0004926725405400073,it this,7.999999999999955,statistical language,0.0010871107233846504
annotator,3.999999999999977,owners,0.0004921171096183411,overshoot of,7.999999999999955,with ontology,0.0010871107233846504
opposing,3.999999999999977,pc,0.0004921171096183411,overshoot and,7.999999999999955,process and,0.0010869516211263544
yearbook,3.999999999999977,administrative,0.0004921171096183411,of crisp,7.999999999999955,evaluating the,0.0010868611756579766
stepwise,3.999999999999977,grained,0.0004921171096183411,control action,7.999999999999955,software is,0.0010865590904574809
italy,3.999999999999977,arrival,0.0004921171096183411,system having,7.999999999999955,medical data,0.0010865590904574809
unbiased,3.999999999999977,academia,0.0004921171096183411,of crowdsourced,7.999999999999955,on digital,0.0010865585039623506
enrolled,3.999999999999977,cited,0.0004921171096183411,system hess,7.999999999999955,bahasa indonesia,0.0010865585039623506
tone,3.999999999999977,aforementioned,0.0004921171096183411,of cruise,7.999999999999955,on neural,0.0010865585039623506
angelica,3.999999999999977,games,0.0004921171096183411,accessible functions,7.999999999999955,and false,0.0010865585039623506
consine,3.999999999999977,specialists,0.0004921171096183411,the forecasting,7.999999999999955,hidden markov,0.0010865585039623506
yeast,3.999999999999977,configurations,0.0004921171096183411,the foot,7.999999999999955,single document,0.0010865585039623506
humorous,3.999999999999977,plus,0.0004921171096183411,control by,7.999999999999955,dempster shafer,0.0010865585039623506
unaware,3.999999999999977,middle,0.0004921171096183407,control effect,7.999999999999955,web crawler,0.0010865585039623506
deepening,3.999999999999977,cpu,0.0004918408741167017,the flux,7.999999999999955,the hadith,0.0010865585039623506
bbs,3.999999999999977,autonomy,0.0004918408741167017,control laws,7.999999999999955,risk level,0.0010865585039623498
nuclear,3.999999999999977,conjunction,0.0004918408741167017,system oriented,7.999999999999955,topic analysis,0.0010865585039623498
hup,3.999999999999977,detects,0.0004918408741167017,power by,7.999999999999955,the candidates,0.0010865585039623498
wat,3.999999999999977,designers,0.0004918408741167017,intractability assumption,7.999999999999955,financial statements,0.0010865585039623498
animal,3.999999999999977,fitness,0.0004918408741167017,and photovoltaic,7.999999999999955,product quality,0.0010865585039623498
offensive,3.999999999999977,letters,0.0004918408741167017,applications however,7.999999999999955,key phrases,0.0010865585039623498
editions,3.999999999999977,outstanding,0.0004918408741167017,adaptive contrast,7.999999999999955,global information,0.0010865585039623498
issr,3.999999999999977,template,0.0004918408741167017,interaction information,7.999999999999955,of primary,0.0010865585039623498
isps,3.999999999999977,portal,0.0004918405392190933,internal faults,7.999999999999955,urdu text,0.0010865585039623498
hyperplasia,3.999999999999977,valence,0.0004918405392190933,ranking using,7.999999999999955,proposed models,0.0010865585039623498
hypothesize,3.999999999999977,tripping,0.0004918405392190933,air temperature,7.999999999999955,fs is,0.0010865585039623498
hypothesized,3.999999999999977,exercise,0.0004918405392190916,shape size,7.999999999999955,recommender system,0.0010862827711644778
gland,3.999999999999977,invoked,0.0004918405392190916,of mir,7.999999999999955,the client,0.0010862827711644778
artefacts,3.999999999999977,curate,0.0004918405392190916,gps signal,7.999999999999955,per second,0.0010860067872439285
186,3.999999999999977,explaining,0.0004918405392190916,given word,7.999999999999955,generation system,0.0010860067872439276
liked,3.999999999999977,nn,0.0004918405392190916,rank them,7.999999999999955,the tourist,0.0010860067872439276
ligusticum,3.999999999999977,portions,0.0004918405392190916,tan method,7.999999999999955,systems can,0.0010859932196410254
1996,3.999999999999977,strictly,0.0004918405392190916,smart fish,7.999999999999955,done on,0.0010859932196410254
pairing,3.999999999999977,proving,0.0004918405392190916,sharing in,7.999999999999955,and reliable,0.0010859932196410254
caden,3.999999999999977,delve,0.0004918405392190916,our fuzzy,7.999999999999955,performance by,0.0010859932196410254
sourced,3.999999999999977,forests,0.0004918405392190916,trained systems,7.999999999999955,this article,0.0010857546956469797
lightgbm,3.999999999999977,incorrect,0.0004918405392190916,interval logic,7.999999999999955,main goal,0.0010842016672650574
clhm,3.999999999999977,graphically,0.0004918405392190916,based case,7.999999999999955,increase the,0.001082147265742882
2030,3.999999999999977,expands,0.0004918405392190916,integration model,7.999999999999955,it also,0.0010802266366598179
aee,3.999999999999977,sure,0.0004918405392190916,the cultural,7.999999999999955,the number,0.0010784852149395754
competitions,3.999999999999977,monitors,0.0004918405392190916,our framework,7.999999999999955,the university,0.001078427218236283
liga,3.999999999999977,800,0.0004918405392190916,and mamdani,7.999999999999955,address the,0.0010783471313489945
subtypes,3.999999999999977,forth,0.0004918405392190916,interval of,7.999999999999955,of visual,0.001077243517437522
palaute,3.999999999999977,onto,0.0004918405392190916,adapt the,7.999999999999955,the influence,0.0010764125379657888
legends,3.999999999999977,prospective,0.0004918405392190916,transform dwt,7.999999999999955,than the,0.001076121167555634
seedsentiment,3.999999999999977,repetitive,0.0004918405392190916,based inference,7.999999999999955,and implementation,0.0010752482622755546
cve,3.999999999999977,threatening,0.0004918405392190916,varying delay,7.999999999999955,research area,0.0010748990461634418
wls,3.999999999999977,else,0.0004918405392190916,precision performance,7.999999999999955,know the,0.0010748990461634418
extractable,3.999999999999977,overlooked,0.0004918405392190916,precision stamping,7.999999999999955,the human,0.0010748990461634418
wsm,3.999999999999977,tailor,0.0004918405392190916,expansion term,7.999999999999955,network for,0.0010733973317556657
unveiled,3.999999999999977,doubt,0.0004918405392190916,rainfall intensity,7.999999999999955,and that,0.0010731033228962815
accustomed,3.999999999999977,sell,0.0004918405392190916,transformation function,7.999999999999955,the prediction,0.0010723192738084602
extracellular,3.999999999999977,influential,0.0004918405392190916,interface to,7.999999999999955,exploring the,0.0010722497880253272
marketplace,3.999999999999977,considerations,0.0004918405392190916,and latent,7.999999999999955,we introduce,0.0010720972329505904
tel,3.999999999999977,mitigated,0.0004918405392190916,training to,7.999999999999955,electronic medical,0.00107187079328364
wordcloud,3.999999999999977,hotspots,0.0004918405392190916,government services,7.999999999999955,link based,0.00107187079328364
accelerates,3.999999999999977,perfectly,0.0004918405392190916,based code,7.999999999999955,modelling of,0.0010715950604858237
8602,3.999999999999977,inevitably,0.0004918405392190916,intelligent system,7.999999999999955,on improved,0.0010713180702411939
versatility,3.999999999999977,seamless,0.0004918405392190916,of irrigation,7.999999999999955,to two,0.0010713180702411939
mammary,3.999999999999977,fragment,0.0004918405392190916,air conditioning,7.999999999999955,feedback on,0.0010713180702411939
tales,3.999999999999977,guangdong,0.0004918405392190916,shapes of,7.999999999999955,from corpus,0.0010713180702411939
speaking,3.999999999999977,interpolated,0.0004918405392190916,rain field,7.999999999999955,similar documents,0.0010713180702411939
c99,3.999999999999977,prioritizing,0.0004918405392190916,of microgrid,7.999999999999955,weighting of,0.0010713180702411939
spatio,3.999999999999977,utmost,0.0004918405392190916,cow pregnancy,7.999999999999955,in small,0.0010713180702411939
183,3.999999999999977,foundational,0.0004918405392190916,expression based,7.999999999999955,datasets we,0.0010713180702411939
ots,3.999999999999977,fostering,0.0004918405392190916,good dynamic,7.999999999999955,document matrix,0.0010713180702411939
mammogram,3.999999999999977,differently,0.0004918405392190916,of irs,7.999999999999955,supply chain,0.0010713180702411939
relentless,3.999999999999977,objectivity,0.0004918405392190916,ranking scores,7.999999999999955,medical domain,0.0010713180702411939
remanufactured,3.999999999999977,cup,0.0004918405392190916,cruise control,7.999999999999955,on concept,0.0010713180702411939
competitor,3.999999999999977,corner,0.0004918405392190916,intermittent private,7.999999999999955,information analysis,0.0010713180702411939
extricate,3.999999999999977,illegal,0.0004918405392190916,integrity of,7.999999999999955,most widely,0.0010713180702411939
accomplishments,3.999999999999977,2002,0.0004918405392190916,transfer function,7.999999999999955,techniques from,0.0010713180702411939
fishbone,3.999999999999977,feedbacks,0.0004918405392190916,goods carrier,7.999999999999955,as bag,0.0010713180702411939
relates,3.999999999999977,1st,0.0004918405392190916,interest model,7.999999999999955,review and,0.0010713180702411939
cardiology,3.999999999999977,judgement,0.0004918405392190916,cultural resources,7.999999999999955,problems and,0.0010711402936079322
adaboost,3.999999999999977,virtue,0.0004918405392190916,and interaction,7.999999999999955,terms are,0.0010711402936079322
vgi,3.999999999999977,transmitting,0.0004918405392190916,and membership,7.999999999999955,relationship and,0.0010704901180210767
crawls,3.999999999999977,failing,0.0004918405392190916,ranking and,7.999999999999955,advantages in,0.0010704901180210767
opting,3.999999999999977,billion,0.0004918405392190916,google translate,7.999999999999955,first phase,0.0010704901180210767
commonality,3.999999999999977,movies,0.0004918405392190916,thematic analysis,7.999999999999955,addressing the,0.0010704901180210767
cytoscape,3.999999999999977,tracked,0.0004918405392190916,cross reference,7.999999999999955,colony optimization,0.0010704901180210767
disseminated,3.999999999999977,reaching,0.000491831433820325,intensity level,7.999999999999955,measure of,0.001068856755842498
organism,3.999999999999977,18,0.000491831433820325,insulating oil,7.999999999999955,get the,0.0010679990921809244
circle,3.999999999999977,forming,0.0004915648901960405,of multilingual,7.999999999999955,an analysis,0.0010669411096066624
categorising,3.999999999999977,elementary,0.0004915648901960405,insulation condition,7.999999999999955,into the,0.0010664368680225458
dogs,3.999999999999977,carrying,0.0004915648901960405,take all,7.999999999999955,in financial,0.0010664108399376128
futures,3.999999999999977,explain,0.0004872496204280123,google yahoo,7.999999999999955,corpus and,0.0010658783655501528
fundraising,3.999999999999977,navigate,0.0004869336438131206,other similar,7.999999999999955,there has,0.0010658783655501528
administrations,3.999999999999977,any,0.0004867167047401368,transformers using,7.999999999999955,education institutions,0.0010655828877174952
funny,3.999999999999977,provides,0.0004834266307163467,wheeled soccer,7.999999999999955,this review,0.0010653069037968345
furnish,3.999999999999977,advance,0.0004826524902611304,and integral,7.999999999999955,to realize,0.0010630987566695926
admins,3.999999999999977,procedure,0.0004821564509457964,into vector,7.999999999999955,for automatic,0.0010630987566695926
fatal,3.999999999999977,44,0.0004820605894819423,intra modal,7.999999999999955,and of,0.0010630816912420857
speeches,3.999999999999977,desire,0.0004820605894819423,rank problem,7.999999999999955,and imprecise,0.0010630816912420857
organisational,3.999999999999977,starts,0.0004820605894819423,transient and,7.999999999999955,experiment on,0.0010630816912420857
fastica,3.999999999999977,profound,0.0004820605894819423,thematic search,7.999999999999955,large dataset,0.0010630816912420857
tbi,3.999999999999977,months,0.0004820605894819423,crisp values,7.999999999999955,of classifying,0.0010630816912420857
generalizable,3.999999999999977,purchase,0.0004820605894819423,critical loads,7.999999999999955,efficiency the,0.0010630816912420857
fruitful,3.999999999999977,2008,0.0004820605894819423,of monitoring,7.999999999999955,scientific literature,0.0010630816912420857
cassiopeia,3.999999999999977,compact,0.0004820605894819423,instances in,7.999999999999955,to contribute,0.0010630816912420857
gambling,3.999999999999977,clarify,0.0004820605894819423,of links,7.999999999999955,in structured,0.0010630816912420857
fse,3.999999999999977,utilities,0.0004820605894819423,into fuzzy,7.999999999999955,huge volume,0.0010630816912420857
19th,3.999999999999977,dissimilar,0.0004820605894819423,our ir,7.999999999999955,the name,0.0010630816912420857
committees,3.999999999999977,essentially,0.0004820605894819423,air pollution,7.999999999999955,the color,0.0010630816912420857
adhtd,3.999999999999977,attributed,0.0004820605894819423,criteria group,7.999999999999955,are shown,0.0010630816912420857
fta,3.999999999999977,appears,0.0004820605894819423,precipitation in,7.999999999999955,extract data,0.0010630816912420857
aaat,3.999999999999977,updates,0.0004820605894819423,transformers are,7.999999999999955,effects in,0.0010630816912420857
dissatisfied,3.999999999999977,25,0.00047931268113159033,outer voltage,7.999999999999955,people use,0.0010630816912420857
regularity,3.999999999999977,institution,0.00047650908923923836,of loads,7.999999999999955,most cases,0.0010630816912420857
resourceful,3.999999999999977,updating,0.00047650908923923836,transcription of,7.999999999999955,media with,0.0010630816912420857
inspect,3.999999999999977,quantified,0.0004759563661967366,government information,7.999999999999955,then to,0.0010630816912420857
genizah,3.999999999999977,join,0.0004759563661967366,traffic constraints,7.999999999999955,and widely,0.0010630816912420857
manifestations,3.999999999999977,rest,0.0004759563661967366,text dimension,7.999999999999954,generalization of,0.0010630816912420857
cockpit,3.999999999999977,span,0.0004759563661967366,law texts,7.999999999999954,we call,0.0010630816912420857
lemwec,3.999999999999977,easily,0.00047367152549961013,frequent itemsets,7.999999999999954,which helps,0.0010630816912420857
tastes,3.999999999999977,remove,0.000471807254008149,the virus,7.999999999999954,area the,0.0010630816912420857
urinary,3.999999999999977,notable,0.00047169371384816767,gene drug,7.999999999999954,can accurately,0.0010630816912420857
mo,3.999999999999977,rarely,0.00047169371384816767,and nearest,7.999999999999954,message is,0.0010630816912420857
commodities,3.999999999999977,putting,0.00047169371384816767,contextual text,7.999999999999954,in number,0.0010630816912420857
cerner,3.999999999999977,36,0.00047169371384816767,articles on,7.999999999999954,is getting,0.0010630816912420857
901,3.999999999999977,accommodate,0.00047169371384816767,integrated expert,7.999999999999954,systems information,0.0010630816912420857
february,3.999999999999977,agreement,0.00047169371384816767,an aircraft,7.999999999999954,dataset used,0.0010630816912420857
semscape,3.999999999999977,paramount,0.00047169371384816767,was calculated,7.999999999999954,websites in,0.0010630816912420857
majorly,3.999999999999977,chose,0.00047169371384816767,for government,7.999999999999954,internet in,0.0010630816912420857
locals,3.999999999999977,78,0.00047169371384816767,emerging technologies,7.999999999999954,in industrial,0.0010630816912420857
listener,3.999999999999977,tables,0.00047169371384816767,the frequently,7.999999999999954,node in,0.0010630816912420857
duplication,3.999999999999977,seeks,0.00047169371384816767,and synonymy,7.999999999999954,resolve the,0.0010630816912420857
rater,3.999999999999977,segmented,0.00047169371384816767,and enrichment,7.999999999999954,attention has,0.0010630816912420857
exercises,3.999999999999977,77,0.00047169371384816767,manual assessment,7.999999999999954,two datasets,0.0010630816912420857
osd,3.999999999999977,worst,0.00047169371384816767,gene disease,7.999999999999954,of databases,0.0010630816912420857
viet,3.999999999999977,kept,0.00047169371384816767,danger investigation,7.999999999999954,modeled using,0.0010630816912420857
faculties,3.999999999999977,ranging,0.00047169371384816767,manual sorting,7.999999999999954,systematic approach,0.0010630816912420857
ginseng,3.999999999999977,suggestions,0.00047163739522253223,contributors to,7.999999999999954,electrical and,0.0010630816912420857
20k,3.999999999999977,suspicious,0.00047114090687835723,it requirements,7.999999999999954,feedback for,0.0010630816912420857
learnability,3.999999999999977,ts,0.00047114090687835723,and naïve,7.999999999999954,texts this,0.0010630816912420857
gdemo,3.999999999999977,whereas,0.0004709340702094278,industrial context,7.999999999999954,classification results,0.0010630816912420857
retailing,3.999999999999977,root,0.00047058910863353835,integrated reports,7.999999999999954,evaluate their,0.0010630816912420857
morbidity,3.999999999999977,boundary,0.0004705886874560566,fault text,7.999999999999954,from free,0.0010630816912420857
utilizations,3.999999999999977,capable,0.0004693112365635006,using lda,7.999999999999954,challenging issue,0.0010630816912420857
morphophonemic,3.999999999999977,caused,0.000468559703915474,data being,7.999999999999954,of storage,0.0010630816912420857
september,3.999999999999977,kind,0.00046808943267193353,mining was,7.999999999999954,can deal,0.0010630816912420857
railqual,3.999999999999977,gave,0.00046595802863940924,business analytics,7.999999999999954,to medical,0.0010630816912420857
segregate,3.999999999999977,exactly,0.0004654053055969075,business charts,7.999999999999954,as first,0.0010630816912420857
utra,3.999999999999977,indexes,0.0004654053055969075,experts for,7.999999999999954,unstructured format,0.0010630816912420857
vaccination,3.999999999999977,facing,0.00046445099371704174,therapy on,7.999999999999954,of combining,0.0010630816912420857
specialty,3.999999999999977,dynamically,0.0004638967542864693,discovering the,7.999999999999954,extract valuable,0.0010630816912420857
burong,3.999999999999977,periods,0.00046053225126572745,cleaning and,7.999999999999954,of 87,0.0010630816912420857
scrutinizing,3.999999999999977,suggests,0.00045763494541728456,and extraction,7.999999999999954,customers are,0.0010630816912420857
cprod1,3.999999999999977,initially,0.00045630289159833207,using online,7.999999999999954,years many,0.0010630816912420857
affiliation,3.999999999999977,material,0.00045568518945078747,by customers,7.999999999999954,was collected,0.0010630816912420857
owns,3.999999999999977,itself,0.0004555952120990853,coffee products,7.999999999999954,of co,0.0010630816912420857
gastro,3.999999999999977,sum,0.00045498041549686414,classroom courses,7.999999999999954,suitable to,0.0010630816912420857
refugees,3.999999999999977,28,0.0004534067183111718,discharge summaries,7.999999999999954,on set,0.0010630816912420857
gcc,3.999999999999977,readily,0.0004534067183111718,using 10,7.999999999999954,provide high,0.0010630816912420857
mosaic,3.999999999999977,alleviate,0.0004534067183111718,the female,7.999999999999954,journals and,0.0010630816912420857
formalize,3.999999999999977,extent,0.00045311915225422494,for review,7.999999999999954,similarity for,0.0010630816912420857
flourishing,3.999999999999977,indices,0.0004528501939489518,village construction,7.999999999999954,semantic knowledge,0.0010630816912420857
moodle,3.999999999999977,reaches,0.0004528501939489518,authorities in,7.999999999999954,rise of,0.0010630816912420857
reddit,3.999999999999977,resulting,0.00045124636575739115,to disease,7.999999999999954,searching in,0.0010630816912420857
cancers,3.999999999999977,400,0.00045099475476954344,and stock,7.999999999999954,it proposes,0.0010630816912420857
tarflow,3.999999999999977,motivated,0.00045099475476954344,tree c4,7.999999999999954,advance the,0.0010630816912420857
servants,3.999999999999977,evaluated,0.00045086138788682974,frequent grams,7.999999999999954,are grouped,0.0010630816912420857
syllabus,3.999999999999977,respect,0.000450124549299386,supply equipment,7.999999999999954,acquisition and,0.0010630816912420857
survive,3.999999999999977,structuring,0.00044674328083749767,gene proteins,7.999999999999954,and needs,0.0010630816912420857
overwhelmed,3.999999999999977,allow,0.00044503787827334437,learning classifier,7.999999999999954,were found,0.0010630816912420857
ad4,3.999999999999977,approximately,0.0004439843580709051,for enterprises,7.999999999999954,different aspects,0.0010630816912420857
certainly,3.999999999999977,correctly,0.00044362581343162805,many companies,7.999999999999954,new way,0.0010630816912420857
malignancy,3.999999999999977,accurately,0.000443393745941106,it interns,7.999999999999954,mechanism the,0.0010630816912420857
experiencing,3.999999999999977,reasons,0.0004431526183241068,text cleaning,7.999999999999954,basis the,0.0010630816912420857
reputed,3.999999999999977,pos,0.0004421703455441501,distinction in,7.999999999999954,accuracy compared,0.0010630816912420857
sydney,3.999999999999977,entails,0.0004421703455441501,emotions of,7.999999999999954,its efficiency,0.0010630816912420857
renzhong,3.999999999999977,acquiring,0.0004421703455441501,distance education,7.999999999999954,it allows,0.0010630816912420857
resampling,3.999999999999977,inability,0.0004421703455441501,frequent itemset,7.999999999999954,and classified,0.0010630816912420857
creativity,3.999999999999977,covering,0.0004421703455441501,many data,7.999999999999954,semantic relationships,0.0010630816912420857
restrictive,3.999999999999977,outcome,0.00043823669881344444,critical indicators,7.999999999999954,submitted by,0.0010630816912420857
adt,3.999999999999977,benefits,0.0004372132119653911,this side,7.999999999999954,also with,0.0010630816912420857
recruiters,3.999999999999977,symbols,0.0004365267668101705,hot herb,7.999999999999954,research uses,0.0010630816912420857
footnotes,3.999999999999977,27,0.0004365267668101705,text association,7.999999999999954,information provided,0.0010630816912420857
20newsgroup,3.999999999999977,preservation,0.0004365267668101705,the complaints,7.999999999999954,better decision,0.0010630816912420857
retains,3.999999999999977,directed,0.0004362502792693637,concern about,7.999999999999954,the regular,0.0010630816912420857
nl,3.999999999999977,playing,0.0004362502792693637,twitter using,7.999999999999954,principles and,0.0010630816912420857
outlets,3.999999999999977,contributing,0.00043597404376766874,text knowledge,7.999999999999954,different groups,0.0010630816912420857
noteworthy,3.999999999999977,preference,0.00043597404376766874,infrequent items,7.999999999999954,reasoning and,0.0010630816912420857
swrl,3.999999999999977,redundant,0.0004329019170382694,attitude and,7.999999999999954,decreases the,0.0010630816912420857
osint,3.999999999999977,suffers,0.0004329019170382694,idf with,7.999999999999954,exploit the,0.0010630816912420857
reflux,3.999999999999977,simply,0.0004323486894563019,feelings and,7.999999999999954,convergence of,0.0010630816912420857
footprints,3.999999999999977,lies,0.0004323486894563019,make text,7.999999999999954,developed which,0.0010630816912420857
teknojurnal,3.999999999999977,whose,0.0004314260099731442,theories and,7.999999999999954,few decades,0.0010630816912420857
djinn,3.999999999999977,select,0.00043141047595966547,and medications,7.999999999999954,and adapt,0.0010630816912420857
formulations,3.999999999999977,feasible,0.0004313942559404328,symbols and,7.999999999999954,study between,0.0010630816912420857
retain,3.999999999999977,later,0.00042827836286072913,sustainability reports,7.999999999999954,for relevance,0.0010630816912420857
cgu,3.999999999999977,suggested,0.0004264731554144202,lsa and,7.999999999999954,approach gives,0.0010630816912420857
customised,3.999999999999977,best,0.00042523299469337346,dyslexia children,7.999999999999954,an opportunity,0.0010630816912420857
academicians,3.999999999999977,40,0.00042308969987924286,execution traces,7.999999999999954,including text,0.0010630816912420857
summarizations,3.999999999999977,contribution,0.0004215890202586385,are positive,7.999999999999954,in fast,0.0010630816912420857
requirement,3.974683544303775,engage,0.0004209174036821561,and difference,7.999999999999954,initial query,0.0010630816912420857
good,3.9701492537313214,beforehand,0.0004209174036821561,clustering or,7.999999999999954,aligned with,0.0010630816912420857
vital,3.9636363636363416,46,0.0004209174036821561,curve auc,7.999999999999954,sources are,0.0010630816912420857
received,3.9499999999999775,displays,0.0004209174036821561,the proportion,7.999999999999954,the representation,0.0010629517683957215
client,3.93548387096772,emphasized,0.0004209174036821561,artifacts at,7.999999999999954,the candidate,0.0010619778390286725
10,3.931034482758599,verifies,0.0004209174036821561,labor and,7.999999999999954,for all,0.0010616713941894148
agriculture,3.9199999999999777,partitions,0.0004209174036821561,the contributors,7.999999999999954,approaches for,0.0010614986793024929
easy,3.9117647058823315,supposed,0.0004209174036821561,surveys and,7.999999999999954,rather than,0.0010614986793024929
possibility,3.8999999999999777,chances,0.0004209174036821561,customer experience,7.999999999999954,prediction the,0.001061261550104795
measurement,3.8999999999999777,defense,0.0004209174036821561,among employees,7.999999999999954,fields like,0.001061261550104795
food,3.8947368421052415,manipulation,0.0004209174036821561,monetary policy,7.999999999999954,patterns to,0.001061261550104795
convergence,3.894736842105241,graphic,0.0004209174036821561,teachers and,7.999999999999954,data based,0.001061261550104795
satellite,3.894736842105241,computes,0.0004209174036821561,analyzing text,7.999999999999954,words bow,0.001061261550104795
home,3.894736842105241,encompassing,0.0004209174036821561,and conduct,7.999999999999954,as low,0.001061261550104795
specificity,3.894736842105241,lastly,0.0004209174036821561,tibetan microblog,7.999999999999954,model training,0.001061261550104795
submitted,3.894736842105241,amplify,0.0004209174036821561,clustering which,7.999999999999954,software to,0.001061261550104795
first,3.8897637795275375,qualified,0.0004209174036821561,swear word,7.999999999999954,propose two,0.001061261550104795
purposes,3.8749999999999787,exploited,0.00042052259613351625,swear words,7.999999999999954,and tf,0.001061261550104795
own,3.8749999999999787,brought,0.00042052259613351625,educational text,7.999999999999954,organizations and,0.001061261550104795
solving,3.8749999999999787,referred,0.00042052259613351625,ill health,7.999999999999954,based upon,0.001061261550104795
add,3.874999999999978,wearable,0.00042036518425991095,education has,7.999999999999954,technique this,0.001061261550104795
occurring,3.874999999999978,instantly,0.00042036493313717723,and dentists,7.999999999999954,apply it,0.001061261550104795
placed,3.874999999999978,m1,0.00042036493313717723,bibliometric analysis,7.999999999999954,evaluated the,0.001061261550104795
different,3.8574380165289046,insertion,0.00042036493313717723,edm is,7.999999999999954,have limited,0.001061261550104795
90,3.8536585365853444,integer,0.00042036493313717723,and variety,7.999999999999954,values for,0.001061261550104795
drawback,3.846153846153824,misclassification,0.00042036493313717723,clusters to,7.999999999999954,has attracted,0.001061261550104795
integrity,3.846153846153824,hypothetical,0.00042036493313717723,expand the,7.999999999999954,and scientific,0.001061261550104795
negation,3.8461538461538236,holds,0.00042036493313717723,main categories,7.999999999999954,by identifying,0.001061261550104795
distinguishing,3.8461538461538236,progressive,0.00042036493313717723,srs document,7.999999999999954,images of,0.001061261550104795
hamming,3.8461538461538236,impose,0.00042036493313717723,insights to,7.999999999999954,and obtained,0.001061261550104795
optimize,3.835294117647037,lately,0.00042036493313717723,instagram data,7.999999999999954,information will,0.001061261550104795
transform,3.8285714285714074,opposite,0.00042036493313717723,effectively in,7.999999999999954,institute of,0.001061261550104795
although,3.8227848101265605,iso,0.00042036493313717723,biological basis,7.999999999999954,phrases and,0.001061261550104795
materials,3.818181818181797,hasty,0.00042036493313717723,svm with,7.999999999999954,as word,0.001061261550104795
